Change Component Physical Designator: Old Designator=*? New Designator=*1
Change Component Physical Designator: Old Designator=R? New Designator=R17
Change Component Physical Designator: Old Designator=R? New Designator=R17
Change Component Physical Designator: Old Designator=R? New Designator=R17
Change Component Physical Designator: Old Designator=R? New Designator=R18
Change Component Physical Designator: Old Designator=R? New Designator=R18
Change Component Physical Designator: Old Designator=R? New Designator=R18
Change Component Physical Designator: Old Designator=R? New Designator=R19
Change Component Physical Designator: Old Designator=R? New Designator=R19
Change Component Physical Designator: Old Designator=R? New Designator=R19
Change Component Physical Designator: Old Designator=R? New Designator=R20
Change Component Physical Designator: Old Designator=R? New Designator=R20
Change Component Physical Designator: Old Designator=R? New Designator=R20
Change Component Physical Designator: Old Designator=R? New Designator=R21
Change Component Physical Designator: Old Designator=R? New Designator=R21
Change Component Physical Designator: Old Designator=R? New Designator=R21
Change Component Physical Designator: Old Designator=R? New Designator=R22
Change Component Physical Designator: Old Designator=R? New Designator=R22
Change Component Physical Designator: Old Designator=R? New Designator=R22
Change Component Physical Designator: Old Designator=R? New Designator=R23
Change Component Physical Designator: Old Designator=R? New Designator=R23
Change Component Physical Designator: Old Designator=R? New Designator=R23
Change Component Physical Designator: Old Designator=R? New Designator=R24
Change Component Physical Designator: Old Designator=R? New Designator=R24
Change Component Physical Designator: Old Designator=R? New Designator=R24
Change Component Physical Designator: Old Designator=R? New Designator=R25
Change Component Physical Designator: Old Designator=R? New Designator=R25
Change Component Physical Designator: Old Designator=R? New Designator=R25
Change Component Physical Designator: Old Designator=R? New Designator=R26
Change Component Physical Designator: Old Designator=R? New Designator=R26
Change Component Physical Designator: Old Designator=R? New Designator=R26
Change Component Physical Designator: Old Designator=R? New Designator=R27
Change Component Physical Designator: Old Designator=R? New Designator=R27
Change Component Physical Designator: Old Designator=R? New Designator=R27
Change Component Physical Designator: Old Designator=R? New Designator=R28
Change Component Physical Designator: Old Designator=R? New Designator=R28
Change Component Physical Designator: Old Designator=R? New Designator=R28
Change Component Physical Designator: Old Designator=R? New Designator=R29
Change Component Physical Designator: Old Designator=R? New Designator=R29
Change Component Physical Designator: Old Designator=R? New Designator=R29
Change Component Physical Designator: Old Designator=R? New Designator=R30
Change Component Physical Designator: Old Designator=R? New Designator=R30
Change Component Physical Designator: Old Designator=R? New Designator=R30
Change Component Physical Designator: Old Designator=R? New Designator=R31
Change Component Physical Designator: Old Designator=R? New Designator=R31
Change Component Physical Designator: Old Designator=R? New Designator=R31
Change Component Physical Designator: Old Designator=R? New Designator=R32
Change Component Physical Designator: Old Designator=R? New Designator=R32
Change Component Physical Designator: Old Designator=R? New Designator=R32
Change Component Physical Designator: Old Designator=R? New Designator=R33
Change Component Physical Designator: Old Designator=R? New Designator=R34
Change Component Physical Designator: Old Designator=TP? New Designator=TP1
Change Component Physical Designator: Old Designator=TRIAC_drive? New Designator=TRIAC_drive1
Change Component Physical Designator: Old Designator=TRIAC_driver_IN? New Designator=TRIAC_driver_IN1
Change Component Physical Designator: Old Designator=U? New Designator=U1
Change Component Physical Designator: Old Designator=U? New Designator=U1
Change Component Physical Designator: Old Designator=U? New Designator=U1
Change Component Physical Designator: Old Designator=U? New Designator=U2
Change Component Physical Designator: Old Designator=U? New Designator=U2
Change Component Physical Designator: Old Designator=U? New Designator=U2
Change Component Physical Designator: Old Designator=U? New Designator=U3
Change Component Physical Designator: Old Designator=U? New Designator=U3
Change Component Physical Designator: Old Designator=U? New Designator=U3
Change Component Physical Designator: Old Designator=U? New Designator=U4
Change Component Physical Designator: Old Designator=U? New Designator=U4
Change Component Physical Designator: Old Designator=U? New Designator=U4
Change Component Physical Designator: Old Designator=U? New Designator=U5
Change Component Physical Designator: Old Designator=U? New Designator=U6
Change Component Physical Designator: Old Designator=U? New Designator=U6
Change Component Physical Designator: Old Designator=U? New Designator=U6
Change Component Physical Designator: Old Designator=U? New Designator=U7
Change Component Physical Designator: Old Designator=U? New Designator=U7
Change Component Physical Designator: Old Designator=U? New Designator=U7
Change Component Physical Designator: Old Designator=U? New Designator=U8
Change Component Physical Designator: Old Designator=U? New Designator=U8
Change Component Physical Designator: Old Designator=U? New Designator=U8
Change Component Physical Designator: Old Designator=U? New Designator=U9
Change Component Physical Designator: Old Designator=U? New Designator=U10
Change Component Physical Designator: Old Designator=V_senseH? New Designator=V_senseH1
Change Component Physical Designator: Old Designator=V_senseH? New Designator=V_senseH1
Change Component Physical Designator: Old Designator=V_senseH? New Designator=V_senseH1
Change Component Physical Designator: Old Designator=V_senseN? New Designator=V_senseN1
Change Component Physical Designator: Old Designator=V_senseN? New Designator=V_senseN1
Change Component Physical Designator: Old Designator=V_senseN? New Designator=V_senseN1
Change Component Physical Designator: Old Designator=V_senseN? New Designator=V_senseN2
Change Component Physical Designator: Old Designator=V_senseN? New Designator=V_senseN2
Change Component Physical Designator: Old Designator=V_senseN? New Designator=V_senseN2
Change Component Physical Designator: Old Designator=V_senseVccG? New Designator=V_senseVccG1
Change Component Physical Designator: Old Designator=V_senseVccG? New Designator=V_senseVccG1
Change Component Physical Designator: Old Designator=V_senseVccG? New Designator=V_senseVccG1
Change Component Physical Designator: Old Designator=V_senseVccH? New Designator=V_senseVccH1
Change Component Physical Designator: Old Designator=V_senseVccH? New Designator=V_senseVccH1
Change Component Physical Designator: Old Designator=V_senseVccH? New Designator=V_senseVccH1
Change Component Physical Designator: Old Designator=V_senseVccN? New Designator=V_senseVccN1
Change Component Physical Designator: Old Designator=V_senseVccN? New Designator=V_senseVccN1
Change Component Physical Designator: Old Designator=V_senseVccN? New Designator=V_senseVccN1
Change Component Physical Designator: Old Designator=Vdiv_G? New Designator=Vdiv_G1
Change Component Physical Designator: Old Designator=Vdiv_G? New Designator=Vdiv_G1
Change Component Physical Designator: Old Designator=Vdiv_G? New Designator=Vdiv_G1
Change Component Physical Designator: Old Designator=Vdiv_H? New Designator=Vdiv_H1
Change Component Physical Designator: Old Designator=Vdiv_H? New Designator=Vdiv_H1
Change Component Physical Designator: Old Designator=Vdiv_H? New Designator=Vdiv_H1
Change Component Physical Designator: Old Designator=Vdiv_N? New Designator=Vdiv_N1
Change Component Physical Designator: Old Designator=Vdiv_N? New Designator=Vdiv_N1
Change Component Physical Designator: Old Designator=Vdiv_N? New Designator=Vdiv_N1
Change Component Physical Designator: Old Designator=Vsense_G? New Designator=Vsense_G1
Change Component Physical Designator: Old Designator=Vsense_G? New Designator=Vsense_G1
Change Component Physical Designator: Old Designator=Vsense_G? New Designator=Vsense_G1
Change Component Physical Designator: Old Designator=Vsense_H? New Designator=Vsense_H
Change Component Physical Designator: Old Designator=Vsense_H? New Designator=Vsense_H
Change Component Physical Designator: Old Designator=Vsense_H? New Designator=Vsense_H
Change Component Physical Designator: Old Designator=Vsense_N? New Designator=Vsense_N1
Change Component Physical Designator: Old Designator=Vsense_N? New Designator=Vsense_N1
Change Component Physical Designator: Old Designator=Vsense_N? New Designator=Vsense_N1
